,customer_id,first_name,last_name,username,email,gender,birthdate,device_type,device_id,device_version,home_location_lat,home_location_long,home_location,home_country,first_join_date
16,9283,Harjasa,Prasetyo,42b76bc4-9189-4d5b-a9ed-fd7b3c9a68cd,42b76bc4_9189_4d5b_a9ed_fd7b3c9a68cd@startupcampus.id,M,1994-07-10,iOS,3ebefc05-0da8-414c-8431-1e013d368511,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,-7.050592065129299,109.54583413821967,Jawa Tengah,Indonesia,2019-07-07
17,91457,Qori,Nasyidah,11a89726-4d6d-4f94-b61a-b4d21ddc69cd,11a89726_4d6d_4f94_b61a_b4d21ddc69cd@startupcampus.id,F,1990-12-11,Android,0d931d4c-df8f-4227-a031-f19c25a15391,Android 4.3,-3.614849641403606,103.01800557162908,Sumatera Selatan,Indonesia,2019-01-14
18,93058,Zulfa,Haryanti,3b27ffdf-8aad-4805-8f63-d3405b0f3ec7,3b27ffdf_8aad_4805_8f63_d3405b0f3ec7@zakyfoundation.org,F,2003-03-05,Android,4f8840c3-f319-404d-b1de-b512229c49f8,Android 3.0,-6.27520926829795,106.7860567716808,Jakarta Raya,Indonesia,2019-04-07
19,52439,Lala,Laksmiwati,01bf182e-d2d0-47d5-bc50-364b9bdc29c7,01bf182e_d2d0_47d5_bc50_364b9bdc29c7@startupcampus.id,F,1993-02-09,Android,1d686bff-4bd5-4ba5-a4de-c27974c9ad4d,Android 2.2.2,0.9434420839266622,122.2191756737674,Gorontalo,Indonesia,2020-04-26
20,1051,Septi,Astuti,b769fc29-005b-47ac-a7de-68a39055bda6,b769fc29_005b_47ac_a7de_68a39055bda6@startupcampus.id,F,1999-04-06,Android,a9ba8779-57d4-4e02-a31e-e089479dd37a,Android 2.3.3,-5.7953710054024565,106.48399637602682,Jakarta Raya,Indonesia,2021-01-24
21,49072,Johan,Damanik,565fead3-6d14-44bb-91bd-f967b4bd5967,565fead3_6d14_44bb_91bd_f967b4bd5967@startupcampus.id,M,2001-09-18,iOS,bf62fe89-9970-4daa-82be-f00e7f5c7d85,iPad; CPU iPad OS 3_1_3 like Mac OS X,-7.171772195449483,106.8658537824234,Jawa Barat,Indonesia,2018-03-17
22,94572,Puput,Rahimah,45cf79bb-be85-4540-bd55-ab4866be65fd,45cf79bb_be85_4540_bd55_ab4866be65fd@startupcampus.id,F,1992-05-11,Android,efcf591a-1360-4f31-b392-e168c91400d9,Android 4.4,-7.6930258254589265,110.36283524364202,Yogyakarta,Indonesia,2021-04-14
23,74616,Baktiadi,Najmudin,cc90c336-8368-4c27-83ba-48ebcf6d6a52,cc90c336_8368_4c27_83ba_48ebcf6d6a52@startupcampus.id,M,1997-07-27,Android,91915b15-f64d-441d-b196-f2685f298af0,Android 2.3,-6.110936500633656,106.7695733565336,Jakarta Raya,Indonesia,2018-08-05
24,28601,Dewi,Winarsih,19ad8beb-69ae-4533-9521-806047ee6b73,19ad8beb_69ae_4533_9521_806047ee6b73@zakyfoundation.org,F,1983-07-18,Android,c362a783-719d-4f0e-83d1-24b4aa278a3f,Android 4.3.1,-3.053034335484364,119.41925199397434,Sulawesi Barat,Indonesia,2018-03-17
25,18906,Vera,Hassanah,dbcd4b3d-7ede-472a-b91d-5fcbc05c9aff,dbcd4b3d_7ede_472a_b91d_5fcbc05c9aff@startupcampus.id,F,2006-08-29,Android,9bba211c-f27e-42da-8373-4407aaf8ec77,Android 2.3.7,-7.758320624555812,110.07149427353684,Jawa Tengah,Indonesia,2019-07-06
26,38132,Hilda,Mardhiyah,00f9120c-8201-40be-8693-438dbfeb8acc,00f9120c_8201_40be_8693_438dbfeb8acc@startupcampus.id,F,1995-01-25,Android,7127659f-3fef-446c-88e1-1fad95f346d6,Android 2.3.5,-1.3433256392227442,99.0464439858111,Sumatera Barat,Indonesia,2020-08-30
27,76457,Eka,Mandasari,8953d203-9dd9-4b78-b759-86a802340178,8953d203_9dd9_4b78_b759_86a802340178@zakyfoundation.org,F,1999-08-29,iOS,546e6a52-939d-44b4-97b6-7dc964e602a5,iPad; CPU iPad OS 10_3_4 like Mac OS X,-3.834852676199305,104.59395896534872,Sumatera Selatan,Indonesia,2020-05-23
28,92011,Cecep,Budiman,09212fd7-5280-4bd1-aeda-750756603d39,09212fd7_5280_4bd1_aeda_750756603d39@zakyfoundation.org,M,1995-04-07,Android,b674001c-dd81-4f10-9d79-960926f0e809,Android 2.1,-7.798588687801942,111.5757073605182,Jawa Timur,Indonesia,2020-12-05
29,21383,Nadine,Purnawati,d914ca1e-1733-4aec-9ce3-a6c53eb005a6,d914ca1e_1733_4aec_9ce3_a6c53eb005a6@zakyfoundation.org,F,2007-03-25,iOS,86add27e-753d-4670-8ffc-4abe69ebbd1f,iPad; CPU iPad OS 14_2_1 like Mac OS X,-7.816152399074773,111.05107663328916,Jawa Tengah,Indonesia,2019-10-20
30,18373,Nurul,Puspita,8f92347d-00f0-4005-87eb-ca2c1a761fd5,8f92347d_00f0_4005_87eb_ca2c1a761fd5@startupcampus.id,F,1998-07-01,Android,78838254-9486-423e-a24c-b39c41890820,Android 4.0.3,-7.979755064968707,110.51959216543229,Yogyakarta,Indonesia,2017-09-24
31,84632,Rahmi,Novitasari,d104ef1c-0f4b-4364-95b1-6a01d96d08ac,d104ef1c_0f4b_4364_95b1_6a01d96d08ac@startupcampus.id,F,1998-07-14,Android,f83c3146-934b-4124-bcd7-0a387d480241,Android 4.0,-7.694058848939128,111.90657657040782,Jawa Timur,Indonesia,2018-01-20
32,31924,Restu,Yulianti,7a630fc6-9b93-48f8-bd23-325bc4f7e85a,7a630fc6_9b93_48f8_bd23_325bc4f7e85a@startupcampus.id,F,1998-02-12,iOS,6dbe3e0c-8354-4d18-931e-a1425390e455,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,-6.17685934086803,106.88973064114512,Jakarta Raya,Indonesia,2020-03-22
33,46659,Dipa,Setiawan,844abb57-04a2-4cf2-967c-371207b7070f,844abb57_04a2_4cf2_967c_371207b7070f@startupcampus.id,M,1993-12-16,Android,ef0eabe3-a018-429c-9519-8a0c6df7a63b,Android 2.2,-6.977060182273648,108.59215455581062,Jawa Barat,Indonesia,2017-01-28
34,7042,Warji,Sihombing,ba7485fa-910b-485b-824c-a3a3d153890f,ba7485fa_910b_485b_824c_a3a3d153890f@zakyfoundation.org,M,1993-05-26,Android,0f5962eb-64f6-491d-b654-41897e01563f,Android 7.0,-6.15913128097598,106.71270419082138,Jakarta Raya,Indonesia,2021-11-20
35,49039,Puti,Utami,cb29ded8-f449-4444-8a35-58ca697f57f0,cb29ded8_f449_4444_8a35_58ca697f57f0@zakyfoundation.org,F,1994-11-09,Android,c447cd39-8aae-4b56-af54-abbb0517af80,Android 5.0.2,-6.191227934802656,107.11229691659838,Jawa Barat,Indonesia,2017-05-13
36,81200,Yosef,Tamba,de3779b1-bc6e-4b07-894c-b820068ce566,de3779b1_bc6e_4b07_894c_b820068ce566@startupcampus.id,M,2000-12-03,Android,9a7c438d-5c16-4688-b087-83ab865e8cf4,Android 2.3.7,0.9502393086636792,109.73729334169576,Kalimantan Barat,Indonesia,2021-07-17
37,59451,Kawaya,Dongoran,e6f6e3ef-237a-4d2e-9eb8-d3789d7aae4b,e6f6e3ef_237a_4d2e_9eb8_d3789d7aae4b@zakyfoundation.org,M,2002-11-26,iOS,25f773bd-4a55-4c1e-a05e-4f593a2d7ac2,iPhone; CPU iPhone OS 14_2 like Mac OS X,-2.388617480650028,116.49137926130196,Kalimantan Selatan,Indonesia,2018-12-29
38,52552,Hani,Nasyidah,e400889a-7984-4df0-ae93-20b11db24bab,e400889a_7984_4df0_ae93_20b11db24bab@startupcampus.id,F,1994-10-27,Android,17b1316c-3299-45fa-ba99-b3d6ab0df45c,Android 8.0.0,-8.389101960427636,115.5789564459925,Bali,Indonesia,2021-05-01
39,19700,Ami,Nasyidah,21b9d2b7-7487-40d9-9b8c-2cc64fa5e591,21b9d2b7_7487_40d9_9b8c_2cc64fa5e591@startupcampus.id,F,1977-10-01,Android,24d0e9f6-c149-47b5-80ac-549abc7a00aa,Android 2.3.4,-0.3350952521459138,100.504796716406,Sumatera Barat,Indonesia,2021-05-16
40,64639,Prima,Prasetyo,c0a4f889-ec85-40c7-8b58-80370aa95454,c0a4f889_ec85_40c7_8b58_80370aa95454@startupcampus.id,M,1987-02-11,Android,6bf58d81-f071-4507-8af8-827edbe3cc14,Android 4.0.4,-8.370545560321997,113.65059773925512,Jawa Timur,Indonesia,2021-01-31
41,44408,Agnes,Utami,6d1eec9d-2978-4f3f-9fe5-069e0d719091,6d1eec9d_2978_4f3f_9fe5_069e0d719091@startupcampus.id,F,2003-01-30,Android,d123c670-b5ec-4a04-b87f-03c02f7c4d4f,Android 5.0.2,-0.6601103070999184,110.34979266421372,Kalimantan Barat,Indonesia,2021-06-06
42,70031,Nadia,Yolanda,7a57b810-f6a9-4238-8ce9-c87271a3c626,7a57b810_f6a9_4238_8ce9_c87271a3c626@startupcampus.id,F,1987-07-21,Android,ee430fd8-69ad-4d39-9c48-b8d0b35287f2,Android 4.3,2.9670154245494,105.75101968929224,Kepulauan Riau,Indonesia,2021-07-31
43,36197,Lili,Mayasari,e7b6ce99-30d5-4a67-9af1-70fbd8305775,e7b6ce99_30d5_4a67_9af1_70fbd8305775@startupcampus.id,F,1971-07-05,Android,6563c54f-94ad-48b6-a3b6-2e40ece62079,Android 5.1.1,-6.266158809223417,106.76737080051456,Jakarta Raya,Indonesia,2019-12-08
44,40777,Galang,Simbolon,ee1c510e-25d8-4121-a476-e191c1f05d0e,ee1c510e_25d8_4121_a476_e191c1f05d0e@startupcampus.id,M,2004-02-06,Android,882ce3d3-7aa6-4a98-9aa7-59178db23c52,Android 4.1.1,-7.945080716482954,110.76518258272527,Yogyakarta,Indonesia,2016-09-30
45,36994,Sakura,Yulianti,f22c2e34-abec-4621-a6f4-3fc205578ddc,f22c2e34_abec_4621_a6f4_3fc205578ddc@startupcampus.id,F,1996-07-31,Android,76d4d987-31ed-455b-8f88-feee844dc673,Android 4.4.3,-7.597890253116928,108.94731849272829,Jawa Tengah,Indonesia,2017-10-01
46,46994,Tira,Farida,6ec9bb0a-53c4-4251-af2c-11762093c807,6ec9bb0a_53c4_4251_af2c_11762093c807@startupcampus.id,F,1980-09-23,Android,b070ffac-32cb-47c7-98ec-83e72b34c981,Android 4.4.2,-8.161369795785088,115.34224189120972,Bali,Indonesia,2020-05-21
47,3279,Cindy,Mardhiyah,e33d3b1b-adf2-4aa7-ba3a-e96dc24c698a,e33d3b1b_adf2_4aa7_ba3a_e96dc24c698a@zakyfoundation.org,F,1982-03-20,Android,5f5dd87f-bc93-4cdd-904f-f3bb8bb8100f,Android 4.4.4,-7.638051577792461,112.04448903095223,Jawa Timur,Indonesia,2022-03-26
48,79146,Cindy,Lailasari,74802594-38ac-4157-bee4-186ae24a536b,74802594_38ac_4157_bee4_186ae24a536b@zakyfoundation.org,F,1989-03-31,Android,ec824cc8-059e-4fa7-9102-21faa08288e1,Android 3.2.2,-8.264943362135062,116.5331911223293,Nusa Tenggara Barat,Indonesia,2021-06-19
49,12776,Clara,Permata,f71fac9b-5494-4d48-a26e-ef7c0e970b9c,f71fac9b_5494_4d48_a26e_ef7c0e970b9c@startupcampus.id,F,1996-07-03,Android,598885b0-2f8d-4964-9356-1a5b3a307615,Android 7.1,0.7379982919651233,122.14422113426924,Gorontalo,Indonesia,2019-02-14
50,25983,Ciaobella,Aryani,be3a566b-d891-4e42-a014-3e0a19c2b6a8,be3a566b_d891_4e42_a014_3e0a19c2b6a8@startupcampus.id,F,1998-04-06,Android,a355e9af-6db6-4c55-8a87-5af3e0bd9580,Android 3.2.3,-2.145305191901455,102.51249027792949,Jambi,Indonesia,2016-08-20
51,4003,Kamila,Kuswandari,0ea65122-3498-4946-b6e4-c4bc8e82ca12,0ea65122_3498_4946_b6e4_c4bc8e82ca12@zakyfoundation.org,F,2001-06-06,Android,91d6a0b4-e0f8-4588-a487-785d08cf8549,Android 9,-8.228335962154397,115.33170578127566,Bali,Indonesia,2020-04-12
52,92064,Hendri,Anggriawan,9a3bd9d4-c9a6-4b8a-a19a-639aa4026538,9a3bd9d4_c9a6_4b8a_a19a_639aa4026538@zakyfoundation.org,M,1985-08-31,iOS,b7296bc5-3266-452f-9776-99a96ba30005,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,-6.175788831858017,106.74213898620285,Jakarta Raya,Indonesia,2018-12-08
53,25366,Emas,Saputra,c105f52d-cc58-40aa-8222-9178adabeab5,c105f52d_cc58_40aa_8222_9178adabeab5@startupcampus.id,M,1989-02-08,Android,c9418a4c-53e6-4942-a010-60589263706e,Android 7.1.2,-2.314898139991828,110.97100434701268,Kalimantan Barat,Indonesia,2021-09-04
54,44456,Vanesa,Nasyidah,63ce4307-19f7-4af4-aabf-5758b0f53d88,63ce4307_19f7_4af4_aabf_5758b0f53d88@startupcampus.id,F,1987-08-17,Android,6cfb7043-9a1e-4366-9ee4-44ce1ecd31f2,Android 6.0.1,-2.336400472963648,116.14145601652658,Kalimantan Selatan,Indonesia,2022-02-13
55,25338,Mala,Anggraini,1c826ea7-671b-43be-80cd-6538adbab9a2,1c826ea7_671b_43be_80cd_6538adbab9a2@zakyfoundation.org,F,1995-10-29,iOS,cc3264ab-1e47-4819-a505-1cb159d64b51,iPad; CPU iPad OS 4_2_1 like Mac OS X,-6.191267316908531,106.83575194404492,Jakarta Raya,Indonesia,2020-05-09
56,66590,Cornelia,Safitri,62b9bf48-c9dc-4722-b5e5-538e0449ff42,62b9bf48_c9dc_4722_b5e5_538e0449ff42@startupcampus.id,F,1993-08-18,Android,d23f1249-0597-4460-9f38-264898db36fd,Android 1.6,-7.04097761313828,108.4977742228851,Jawa Barat,Indonesia,2018-01-27
57,53735,Queen,Purnawati,fd2267ff-5edf-4457-b6f4-e9d2f4da23c5,fd2267ff_5edf_4457_b6f4_e9d2f4da23c5@startupcampus.id,F,1997-07-17,Android,471112fa-3b93-4208-a4ec-615ec8f2efd5,Android 4.3,-6.943031407192724,108.45764573078438,Jawa Barat,Indonesia,2021-12-12
58,84551,Silvia,Wahyuni,d330ee67-ab59-4535-80b7-d34da448d128,d330ee67_ab59_4535_80b7_d34da448d128@zakyfoundation.org,F,1997-07-16,Android,ce2f2920-f7ae-4231-b8b1-d7bf900a7af1,Android 5.0.2,-6.990597105016891,106.81519785387805,Jawa Barat,Indonesia,2016-11-11
59,46257,Ida,Pertiwi,28174f0c-fece-4266-b7fe-933212d7dfdf,28174f0c_fece_4266_b7fe_933212d7dfdf@zakyfoundation.org,F,2004-01-19,Android,18bae1ec-3f65-43d6-bfa1-320ee45d5b71,Android 3.2.1,-7.508481657562941,110.97781231113584,Jawa Tengah,Indonesia,2022-06-05
60,46887,Oskar,Natsir,c58643e5-df9c-4803-905e-2a429dc1582c,c58643e5_df9c_4803_905e_2a429dc1582c@startupcampus.id,M,1994-07-13,Android,b1a32534-6d86-4353-b2fb-8cd10f9ae976,Android 5.0.1,-6.026422444337363,107.1536529591805,Jawa Barat,Indonesia,2020-10-11
61,5816,Ina,Wulandari,c665c9b5-bd4e-465e-8859-40846df14296,c665c9b5_bd4e_465e_8859_40846df14296@startupcampus.id,F,1986-09-19,Android,8a8d9389-4f8d-44bb-aa5a-5fb6f1756c69,Android 6.0.1,-6.366189019717472,106.88375745650328,Jakarta Raya,Indonesia,2020-02-08
62,98110,Yessi,Agustina,f1f40049-2d58-4302-81d7-616db8ab88a4,f1f40049_2d58_4302_81d7_616db8ab88a4@startupcampus.id,F,1988-02-21,iOS,9e6f74fd-4248-4312-98cc-cd49c29fb8a9,iPad; CPU iPad OS 12_4_8 like Mac OS X,-6.159921517704324,106.78861502937607,Jakarta Raya,Indonesia,2021-02-24
63,12189,Rahayu,Wulandari,38e63b72-c597-4ebf-839c-7fc0a1300a59,38e63b72_c597_4ebf_839c_7fc0a1300a59@startupcampus.id,F,1996-12-14,Android,d4e97d12-2722-4dad-9dc1-8661706561f1,Android 3.2.6,-2.3580768335976003,115.77667037739508,Kalimantan Selatan,Indonesia,2019-05-04
64,52185,Rahmi,Padmasari,bce7f21e-4531-4362-8679-061129fbfc35,bce7f21e_4531_4362_8679_061129fbfc35@zakyfoundation.org,F,1992-07-18,Android,1fc56c77-7096-4210-a3fb-1082188323bf,Android 2.3.3,-7.943366298362527,110.19092019330904,Yogyakarta,Indonesia,2018-10-27
65,5975,Anastasia,Wulandari,a35ddebe-194d-44f0-9a20-248502b2d528,a35ddebe_194d_44f0_9a20_248502b2d528@startupcampus.id,F,2001-12-14,Android,4a01aa7e-a33c-43c1-b7e0-35e980e89699,Android 4.1,-8.110619927707734,110.6919834387651,Yogyakarta,Indonesia,2022-07-30
66,15109,Anom,Wasita,f7c9f55f-0365-40dd-aea7-620b0c2366f9,f7c9f55f_0365_40dd_aea7_620b0c2366f9@zakyfoundation.org,M,2003-05-30,iOS,26a4efc1-04f2-42d7-aaeb-83b313b794a4,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,0.2724045982834617,115.87946802307113,Kalimantan Timur,Indonesia,2019-07-21
67,16967,Siska,Nasyidah,bef95563-d7e1-4e12-ace5-7bd84e9bef41,bef95563_d7e1_4e12_ace5_7bd84e9bef41@zakyfoundation.org,F,1996-09-13,Android,18efe4e3-e795-4f97-8d89-1f2d425c6429,Android 2.3.5,-7.351259841855946,107.21219948717513,Jawa Barat,Indonesia,2017-11-23
68,30251,Artanto,Januar,b3dbc629-3759-439a-8f0e-a4c15a60137b,b3dbc629_3759_439a_8f0e_a4c15a60137b@startupcampus.id,M,2002-12-02,iOS,a6957016-ec02-4dfa-80a0-2e40278d64c0,iPad; CPU iPad OS 10_3_4 like Mac OS X,-8.105885909383435,110.69952874301266,Yogyakarta,Indonesia,2020-01-04
69,70167,Oliva,Susanti,c10ebdb6-3044-4765-bcd4-45c05608601c,c10ebdb6_3044_4765_bcd4_45c05608601c@startupcampus.id,F,1992-01-28,Android,a677064b-b585-4069-94d7-9a8909bd36ba,Android 2.2.1,-6.146095455397963,106.76827023546144,Jakarta Raya,Indonesia,2021-04-01
70,92748,Anita,Usada,5c0e23ea-f8e1-436e-98bf-e417319092ad,5c0e23ea_f8e1_436e_98bf_e417319092ad@zakyfoundation.org,F,1996-02-21,Android,6bffe090-0777-483d-a2db-32624db38bd4,Android 2.3.7,0.4747399363492341,123.55765603456402,Sulawesi Utara,Indonesia,2017-05-06
71,9863,Keisha,Laksita,3685100b-b56b-43fa-bea6-8ffddec89bf6,3685100b_b56b_43fa_bea6_8ffddec89bf6@zakyfoundation.org,F,2004-05-20,Android,b3211639-c775-4830-8122-f4ad7c834a1f,Android 9,-7.345784060765013,107.641345602305,Jawa Barat,Indonesia,2018-05-27
72,92401,Baktianto,Thamrin,b90fd065-9cde-4569-9e5c-a985bc774952,b90fd065_9cde_4569_9e5c_a985bc774952@startupcampus.id,M,1997-11-12,Android,e99f2d5d-fd22-44b4-9cf9-a05227693123,Android 6.0.1,-2.4924852379431925,116.2999183760693,Kalimantan Selatan,Indonesia,2019-08-25
73,14739,Vivi,Haryanti,521d7526-f431-4d04-aa1b-2cba35d90ae6,521d7526_f431_4d04_aa1b_2cba35d90ae6@zakyfoundation.org,F,1978-09-09,Android,72d2982d-9a1f-4c5f-aa9a-04706135b4b8,Android 4.4,-7.782324563007346,112.42288536945222,Jawa Timur,Indonesia,2018-06-26
74,10312,Purwadi,Firmansyah,a7e2bc68-c314-4c22-b4fd-511856edcea7,a7e2bc68_c314_4c22_b4fd_511856edcea7@startupcampus.id,M,1995-11-13,iOS,bacb7bd7-7239-468e-965d-0f6960e9e622,iPad; CPU iPad OS 5_1_1 like Mac OS X,-7.835658949533202,111.5133133783496,Jawa Timur,Indonesia,2017-12-09
75,38077,Rini,Yuliarti,02ceb27a-93d5-45f2-a758-19e2fb131d77,02ceb27a_93d5_45f2_a758_19e2fb131d77@zakyfoundation.org,F,1997-10-11,Android,9f28913b-8eb9-4705-9c0e-fb6d14b9e930,Android 8.0.0,-6.279922350245356,106.83422352853256,Jakarta Raya,Indonesia,2021-08-14
76,38486,Zelaya,Mandasari,aeb05fdd-f055-49cd-a776-48622537dc9d,aeb05fdd_f055_49cd_a776_48622537dc9d@startupcampus.id,F,2000-10-10,Android,be666556-fdc4-4622-872e-b2c32abfe748,Android 7.1,-7.958232492348596,114.11495872932991,Jawa Timur,Indonesia,2022-03-12
77,87239,Dewi,Handayani,758f2756-d2c9-45d1-830d-3766c8832b62,758f2756_d2c9_45d1_830d_3766c8832b62@startupcampus.id,F,1987-10-25,iOS,32a88d86-c5e3-4538-a9cc-bcbb867a7b67,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,-8.315931171683763,114.83591830059372,Bali,Indonesia,2021-10-31
78,66934,Upik,Maheswara,5fb2687b-96fe-40bb-8972-dc4c3200ec3d,5fb2687b_96fe_40bb_8972_dc4c3200ec3d@startupcampus.id,M,1986-05-07,Android,c7fa175f-0f32-4319-9270-0f57e38e90ac,Android 6.0.1,-6.290555353568308,106.8738781011047,Jakarta Raya,Indonesia,2016-11-19
79,26352,Prasetya,Hidayanto,7bcc1175-fc95-472b-9414-a7ecdaa8900e,7bcc1175_fc95_472b_9414_a7ecdaa8900e@zakyfoundation.org,M,1992-02-03,Android,1ee4990c-bf00-4e22-8fe2-4746f697b72a,Android 2.3.1,-6.547983100296416,107.954657653634,Jawa Barat,Indonesia,2019-08-31
80,52600,Lukman,Rajasa,cd99b75f-be31-488c-a14d-7fbe6056f689,cd99b75f_be31_488c_a14d_7fbe6056f689@startupcampus.id,M,2000-08-09,Android,0a8b9f44-d200-4e3d-91eb-ce4559b53f87,Android 4.0.3,-4.279193237364963,105.78435432563724,Lampung,Indonesia,2021-12-01
81,91596,Ulya,Mardhiyah,540220ce-d56a-4b5d-9bd5-8a0d1b1627c6,540220ce_d56a_4b5d_9bd5_8a0d1b1627c6@startupcampus.id,F,2000-12-12,iOS,84ecf47d-eb43-47dc-a44c-2b8e22e9dc5f,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,-6.84314738890541,107.86223883978408,Jawa Barat,Indonesia,2021-12-14
